id,source_text,expected_disposition,status,created_at,extracted_facts,assumptions,clarifications,unsupported_capabilities,tags,b_reason,b_passed,b_accuracy,b_evidence,b_ambiguity,b_capability,b_diversity,c_reason,c_passed,c_accuracy,c_evidence,c_ambiguity,c_capability,c_diversity,generator_model,judgeB_model,judgeC_model
m1-0064-f48a04b8,我想做RSI超买超卖策略：RSI(6)低于20时买入，等RSI(6)超过80时卖出。,structured,accepted,2026-08-01T08:39:08.079Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": 20, ""evidenceQuote"": ""RSI(6)低于20时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": 80, ""evidenceQuote"": ""RSI(6)超过80时卖出""}, {""path"": ""indicator_parameter"", ""semanticType"": ""indicator_parameter"", ""value"": 6, ""evidenceQuote"": ""RSI(6)""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"RSI, 超买超卖",RSI超买超卖策略，条件明确，参数提取正确，证据引用准确。,True,5,5,5,5,5,RSI超买超卖策略，参数明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0065-992f1a37,我的策略是：当KDJ的J值低于0时买入，当J值高于100时卖出。,structured,accepted,2026-08-01T08:39:08.081Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": 0, ""evidenceQuote"": ""J值低于0时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": 100, ""evidenceQuote"": ""J值高于100时卖出""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"KDJ, 超买超卖",KDJ策略，条件清晰，证据引用准确，无歧义。,True,5,5,5,5,5,KDJ策略，J值阈值明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0066-bdefeec7,我想用CCI策略：当CCI从下向上穿越-100时买入，当CCI从上向下跌破+100时卖出。,structured,accepted,2026-08-01T08:39:08.082Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": -100, ""evidenceQuote"": ""CCI从下向上穿越-100时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": 100, ""evidenceQuote"": ""CCI从上向下跌破+100时卖出""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"CCI, 穿越",CCI穿越策略，条件明确，证据引用准确，无歧义。,True,5,5,5,5,5,CCI穿越策略，阈值明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0067-c1f7494a,我打算当收盘价突破过去20日最高价时买入，当收盘价跌破过去10日最低价时卖出。,structured,accepted,2026-08-01T08:39:08.083Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""close,previousHigh"", ""evidenceQuote"": ""收盘价突破过去20日最高价时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""close,previousLow"", ""evidenceQuote"": ""收盘价跌破过去10日最低价时卖出""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"突破, 高低点",高低点突破策略，条件清晰，证据引用准确，无歧义。,True,5,5,5,5,5,高低点突破策略，周期明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0069-2d196b17,我想用均线策略：当EMA12上穿EMA26时买入，当EMA12下穿EMA26时卖出。,structured,accepted,2026-08-01T08:39:08.090Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""ema12,ema26"", ""evidenceQuote"": ""EMA12上穿EMA26时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""ema12,ema26"", ""evidenceQuote"": ""EMA12下穿EMA26时卖出""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"EMA, 金叉死叉",EMA交叉策略，条件清晰，证据引用准确，无歧义。,True,5,5,5,5,5,EMA交叉策略，参数明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0070-91968c65,我想用威廉指标：当WR值低于20时买入，当WR值高于80时卖出。,structured,accepted,2026-08-01T08:39:08.092Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": 20, ""evidenceQuote"": ""WR值低于20时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": 80, ""evidenceQuote"": ""WR值高于80时卖出""}]","[{""field"": ""entryMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}, {""field"": ""exitMarket"", ""value"": ""close"", ""basis"": ""system_constraint"", ""reason"": ""执行模型固定为收盘价触发""}]",[],[],"WR, 超买超卖",WR超买超卖策略，条件明确，证据引用准确，无歧义。,True,5,5,5,5,5,WR超买超卖策略，阈值明确。假设收盘价触发合理。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0071-d331fe6b,当5日均线上穿20日均线时买入，当RSI6跌破30时卖出。,structured,accepted,2026-08-01T08:39:57.153Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5,sma20"", ""unit"": ""indicator"", ""evidenceQuote"": ""5日均线上穿20日均线""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""30"", ""unit"": ""value"", ""evidenceQuote"": ""RSI6跌破30""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"均线, RSI, 金叉, 卖出入",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,策略清晰，均线金叉买入、RSI超卖卖出，均受支持。假设合理，无幻觉。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0073-39946e72,股价站上布林带中轨且MACD柱为正时买入；当股价跌破布林带下轨时卖出。,structured,accepted,2026-08-01T08:39:57.155Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": ""0"", ""unit"": ""value"", ""evidenceQuote"": ""MACD柱为正""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""布林带下轨"", ""unit"": ""indicator"", ""evidenceQuote"": ""股价跌破布林带下轨""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"布林带, MACD, 趋势",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,布林带和MACD条件均受支持，参数默认值合理，无幻觉。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0074-9ab692f3,当KDJ的K线从下往上穿过D线时买入，当J值超过100时卖出。,structured,accepted,2026-08-01T08:39:57.155Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""k,d"", ""unit"": ""indicator"", ""evidenceQuote"": ""K线从下往上穿过D线""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""100"", ""unit"": ""value"", ""evidenceQuote"": ""J值超过100""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"KDJ, 金叉, 超买",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,KDJ金叉买入、J值超卖卖出，均受支持，无幻觉。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0076-5bafe88f,当10日波动率低于20%时买入，当波动率超过30%时卖出。,structured,accepted,2026-08-01T08:39:57.157Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""0.2"", ""unit"": ""百分比"", ""evidenceQuote"": ""10日波动率低于20%""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""0.3"", ""unit"": ""百分比"", ""evidenceQuote"": ""波动率超过30%""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"波动率, 低买高卖",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,波动率条件受支持，百分比转换正确，无幻觉。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0077-65c77fa8,当价格突破20日高点时买入，当价格跌破20日低点时卖出，同时设置5%的止损。,structured,accepted,2026-08-01T08:39:57.159Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""20日高点"", ""unit"": ""indicator"", ""evidenceQuote"": ""价格突破20日高点""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""20日低点"", ""unit"": ""indicator"", ""evidenceQuote"": ""价格跌破20日低点""}, {""path"": ""risk_rule"", ""semanticType"": ""risk_rule"", ""operator"": ""lt"", ""value"": ""-5"", ""unit"": ""百分比"", ""evidenceQuote"": ""设置5%的止损""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"突破, 止损",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,突破和止损条件均受支持，止损计算方式未明确，但未作不当推断。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0078-b5ab5048,当BIAS20小于-5%时买入，当BIAS20大于5%时卖出。,structured,accepted,2026-08-01T08:39:57.160Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""-0.05"", ""unit"": ""百分比"", ""evidenceQuote"": ""BIAS20小于-5%""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""0.05"", ""unit"": ""百分比"", ""evidenceQuote"": ""BIAS20大于5%""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持A股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持日线频率""}, {""field"": ""execution_model"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""平台仅支持收盘到次日开盘执行""}]",[],[],"乖离率, 超买超卖",提取事实准确，证据引用正确，假设合理，无违规。,True,4,5,4,5,4,BIAS条件受支持，百分比转换正确，无幻觉。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0080-b8dd810c,我打算在日线上用5日和10日均线做策略，当5日均线从下方上穿10日均线时买入，之后如果5日均线又跌回10日均线下方就卖出。,structured,accepted,2026-08-01T08:40:23.770Z,"[{""path"": ""market"", ""semanticType"": ""explicit_user_fact"", ""value"": ""cn_stock"", ""evidenceQuote"": ""日线""}, {""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5_crossesAbove_sma10"", ""evidenceQuote"": ""5日均线从下方上穿10日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""sma5_crossesBelow_sma10"", ""evidenceQuote"": ""5日均线又跌回10日均线下方就卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open 执行模型""}]",[],[],"均线交叉, 日线, 买入持有, 卖出条件",策略完整，条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，证据引用恰当，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0081-6f77ee64,用MACD做日线策略，当DIF上穿DEA时开仓买入，当DIF下穿DEA时平仓卖出。,structured,accepted,2026-08-01T08:40:23.771Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""macd_dif_crossesAbove_dea"", ""evidenceQuote"": ""DIF上穿DEA时开仓买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""macd_dif_crossesBelow_dea"", ""evidenceQuote"": ""DIF下穿DEA时平仓卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 cn_stock 市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持日线频率""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open 执行模型""}]",[],[],"MACD, 金叉死叉, 日线, 完整策略",MACD金叉死叉条件清晰，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0082-0ca1a648,我想在日线级别，当收盘价突破过去20日最高价时买入，当收盘价跌破过去10日最低价时卖出。,structured,accepted,2026-08-01T08:40:23.772Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": ""close > previousHigh_20"", ""evidenceQuote"": ""收盘价突破过去20日最高价时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close < previousLow_10"", ""evidenceQuote"": ""收盘价跌破过去10日最低价时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}, {""field"": ""universe"", ""value"": ""single"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持单标的""}]",[],[],"突破, 高低点, 日线, 完整策略",突破条件使用gt/lt而非crossesAbove/crossesBelow，但原文为'突破'，可能隐含穿越，但未明确，评分略降。,True,4,5,4,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0083-a987fd1a,做日线策略，当RSI(6)小于30时买入，当RSI(6)大于70时卖出。,structured,accepted,2026-08-01T08:40:23.773Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""30"", ""unit"": ""rsi_value"", ""evidenceQuote"": ""RSI(6)小于30时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""70"", ""unit"": ""rsi_value"", ""evidenceQuote"": ""RSI(6)大于70时卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 cn_stock""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持日线""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"RSI, 超买超卖, 日线, 完整策略",RSI阈值条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0084-984495f0,在日线上，当股价上穿布林带中轨时买入，当股价下穿布林带下轨时卖出。,structured,accepted,2026-08-01T08:40:23.774Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""close_crossesAbove_boll_middle"", ""evidenceQuote"": ""股价上穿布林带中轨时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""close_crossesBelow_boll_lower"", ""evidenceQuote"": ""股价下穿布林带下轨时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"布林带, 轨道穿越, 日线, 完整策略",布林带穿越条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0085-8a399ff2,日线策略：当KDJ的K线上穿D线时买入，当K线下穿D线时卖出。,structured,accepted,2026-08-01T08:40:23.775Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""kdj_k_crossesAbove_d"", ""evidenceQuote"": ""K线上穿D线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""kdj_k_crossesBelow_d"", ""evidenceQuote"": ""K线下穿D线时卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 cn_stock""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持日线""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"KDJ, 金叉死叉, 日线, 完整策略",KDJ金叉死叉条件清晰，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0086-d6aaff8f,我想做一个日线反转策略：当20日涨幅超过10%时卖出，当20日跌幅超过10%时买入。,structured,accepted,2026-08-01T08:40:23.775Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""-10"", ""unit"": ""percent"", ""evidenceQuote"": ""20日跌幅超过10%时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""10"", ""unit"": ""percent"", ""evidenceQuote"": ""20日涨幅超过10%时卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 cn_stock""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持日线""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"反转, 涨幅跌幅, 日线, 完整策略",反转策略使用涨幅跌幅，但未明确使用reversal指标，可能依赖价格变化，但能力清单有reversal因子，未使用，评分略降。,True,4,5,4,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0087-952e95e6,日线策略：当收盘价低于20日均线时买入，当收盘价高于20日均线时卖出。,structured,accepted,2026-08-01T08:40:23.776Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""close < sma20"", ""evidenceQuote"": ""收盘价低于20日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""close > sma20"", ""evidenceQuote"": ""收盘价高于20日均线时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"均线, 价格与均线, 日线, 完整策略",价格与均线比较条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0088-65ca33d1,我打算在日线级别，当成交量突破20日均量的1.5倍时买入，当成交量低于20日均量的0.5倍时卖出。,structured,accepted,2026-08-01T08:40:23.777Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": ""1.5"", ""unit"": ""times_volume_ma"", ""evidenceQuote"": ""成交量突破20日均量的1.5倍时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""0.5"", ""unit"": ""times_volume_ma"", ""evidenceQuote"": ""成交量低于20日均量的0.5倍时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"成交量, 量比, 日线, 完整策略",成交量与均量比较条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0089-a09f97bc,日线策略：当股价跌破布林带下轨时买入，当股价突破布林带上轨时卖出。,structured,accepted,2026-08-01T08:40:23.777Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesBelow"", ""value"": ""close_crossesBelow_boll_lower"", ""evidenceQuote"": ""股价跌破布林带下轨时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesAbove"", ""value"": ""close_crossesAbove_boll_upper"", ""evidenceQuote"": ""股价突破布林带上轨时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""能力清单仅支持 close_to_next_open""}]",[],[],"布林带, 超买超卖, 日线, 完整策略",布林带穿越条件明确，证据引用准确，假设合理，无违规。,True,5,5,5,5,5,策略完整，事实提取准确，假设合理，无违规。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0091-f09b3f36,当5日均线上穿20日均线时买入，持有到收盘价跌破10日均线就卖出，止损设在成本价下方3%。,structured,accepted,2026-08-01T08:40:50.844Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5,sma20"", ""evidenceQuote"": ""5日均线上穿20日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close,sma10"", ""evidenceQuote"": ""收盘价跌破10日均线就卖出""}, {""path"": ""risk_rule"", ""semanticType"": ""risk_rule"", ""operator"": ""lt"", ""value"": ""3"", ""unit"": ""%"", ""evidenceQuote"": ""止损设在成本价下方3%""}]","[{""field"": ""entry_condition.sma5"", ""value"": ""SMA(5)"", ""basis"": ""system_constraint"", ""reason"": ""用户提及5日均线，对应SMA指标周期5""}, {""field"": ""entry_condition.sma20"", ""value"": ""SMA(20)"", ""basis"": ""system_constraint"", ""reason"": ""用户提及20日均线，对应SMA指标周期20""}, {""field"": ""exit_condition.sma10"", ""value"": ""SMA(10)"", ""basis"": ""system_constraint"", ""reason"": ""用户提及10日均线，对应SMA指标周期10""}]",[],[],"均线交叉, 止损, 日线级别, 持有到卖出",语义准确，条件逻辑清晰，参数单位正确，证据引用完整，假设合理，无违规。,True,5,5,5,5,5,事实提取准确，证据引用正确，假设合理，无违规。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0098-9561ac91,当5日均线上穿20日均线时买入，当收盘价跌破10日均线时卖出，止损设为5%,structured,accepted,2026-08-01T08:41:28.096Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5"", ""unit"": ""indicator"", ""evidenceQuote"": ""5日均线上穿20日均线""}, {""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma20"", ""unit"": ""indicator"", ""evidenceQuote"": ""5日均线上穿20日均线""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close"", ""unit"": ""price"", ""evidenceQuote"": ""收盘价跌破10日均线""}, {""path"": ""risk_rule"", ""semanticType"": ""risk_rule"", ""operator"": ""eq"", ""value"": ""5"", ""unit"": ""percent"", ""evidenceQuote"": ""止损设为5%""}]",[],[],[],"sma, cross, stopLoss",事实提取准确，证据引用正确，无歧义，符合能力清单。,True,4,5,5,5,5,事实提取准确，证据引用正确，无歧义，能力范围内，语言自然。,True,4,5,4,5,4,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
